timestamp,symbol,price,market_cap,total_volume,price_change_pct_24h,market_cap_change_pct_24h
12:09:00.377,aave,260.79,3958787060,421173586,1.82641,1.78126
12:09:00.377,pepe,9.28e-06,3904140148,558388729,-1.14696,-1.29273
12:09:00.377,apt,5.04,3252451075,527891675,5.5004,5.73108
12:09:00.377,okb,49.72,2983310059,7308332,-0.78302,-0.7792
12:09:00.377,tao,318.69,2838542120,122956460,-1.16482,-1.40535
12:09:00.377,near,2.08,2555185881,181603814,-0.49104,-0.75094
12:09:00.377,jitosol,172.31,2552637445,26262813,-1.11631,-1.30373
12:09:00.377,icp,4.73,2528654162,49071935,-1.19325,-1.5028
12:09:00.377,cro,0.080731,2512041831,10894076,-1.26813,-1.3894
12:09:00.377,etc,16.06,2448847937,39831539,-1.52526,-1.5413
12:09:00.377,ondo,0.740376,2340856094,100907705,-1.10024,-1.12318
12:09:00.377,tkx,27.74,2219575612,20845715,-0.02637,0.1514
12:09:00.377,mnt,0.597767,2010980180,151225881,-1.90714,-1.95385
12:09:00.377,kas,0.074511,1966243249,69650237,-2.4316,-2.67933
12:09:00.377,gt,15.89,1926319224,6499644,-1.95099,-2.1042
12:09:00.377,ftn,4.41,1900064702,58887437,-0.26917,-0.03297
12:09:00.377,trump,8.97,1794532566,261481815,0.66981,0.64095
12:09:00.377,atom,3.91,1785946865,63069950,-1.26117,-1.38687
12:09:00.377,vet,0.02026576,1739721684,32452855,-3.0468,-3.46836
12:09:00.377,fet,0.665131,1732455671,143484545,1.92511,1.76332
12:09:00.377,sky,0.077148,1642073775,5890918,-1.47084,-1.7814
12:10:00.046,btc,106976,2127429828680,23521764520,-0.35516,-0.33074
12:10:00.046,eth,2445.88,295297841284,14485400308,-0.14927,-0.19853
12:10:00.046,xrp,2.09,123375155774,2800996040,-3.66313,-3.72892
12:10:00.046,bnb,645.59,94144969145,572774897,0.11321,-0.00801
12:10:00.046,sol,142.14,75971729611,4081552507,-1.17217,-1.14653
12:10:00.046,trx,0.271789,25759592133,508242745,0.00323,-0.13099
12:10:00.046,doge,0.160594,24057612892,872368992,-0.6275,-0.66796
12:10:00.046,steth,2444.82,22295002717,51976447,-0.12809,-0.58063
12:10:00.046,ada,0.554044,20004259422,460785207,-1.53859,-1.83701
12:10:00.046,wbtc,106823,13769802954,170218081,-0.42058,-0.47038
12:10:00.046,hype,36.8,12292581498,271240377,-1.64222,-1.63972
12:10:00.046,bch,494.96,9855069105,361868995,0.03269,0.16769
12:10:00.046,sui,2.66,9031923451,857189485,-0.07754,-0.34833
12:10:00.046,link,13.04,8840901511,267218476,-1.03308,-1.25287
12:10:00.046,leo,9.03,8339347306,2355232,0.44843,0.47992
12:10:00.046,avax,17.46,7374054340,237017828,0.3542,0.20212
12:10:00.046,xlm,0.23437,7316288383,108101512,-1.832,-1.82148
12:10:00.046,ton,2.84,6997378130,102206033,0.30216,0.22823
12:10:00.046,wbt,47.15,6795835507,33915693,-0.50534,-0.60281
12:10:00.046,shib,1.122e-05,6615865887,106153616,-1.83458,-2.00478
12:10:00.046,weth,2446.19,6614093312,47846362,-0.11351,0.14569
12:10:00.046,ltc,84.4,6413280107,264642938,-0.60603,-0.79301
12:10:00.046,weeth,2619.12,6361711548,10403349,-0.17247,-0.25017
12:10:00.046,hbar,0.14527,6155884668,151561214,-0.21949,-0.20778
12:10:00.046,xmr,307.67,5654880417,80145182,-2.80858,-2.83368
12:10:00.046,bgb,4.6,5382304345,114622231,3.46833,3.62042
12:10:00.046,dot,3.31,5038426173,143611197,-0.47541,-0.51673
12:10:00.046,pi,0.555354,4218011970,146515520,-2.79961,-2.07381
12:10:00.046,uni,6.88,4130563388,368174602,-0.90713,-1.0796
12:10:00.046,aave,260.79,3958787060,421173586,1.82641,1.78126
12:10:00.046,pepe,9.28e-06,3904140148,558388729,-1.14696,-1.29273
12:10:00.046,apt,5.04,3252451075,527891675,5.5004,5.73108
12:10:00.046,okb,49.72,2983310059,7308332,-0.78302,-0.7792
12:10:00.046,tao,318.69,2838542120,122956460,-1.16482,-1.40535
12:10:00.046,near,2.08,2555185881,181603814,-0.49104,-0.75094
12:10:00.046,jitosol,172.31,2552637445,26262813,-1.11631,-1.30373
12:10:00.046,icp,4.73,2528654162,49071935,-1.19325,-1.5028
12:10:00.046,cro,0.080731,2512041831,10894076,-1.26813,-1.3894
12:10:00.046,etc,16.06,2448847937,39831539,-1.52526,-1.5413
12:10:00.046,ondo,0.740376,2340856094,100907705,-1.10024,-1.12318
12:10:00.046,tkx,27.74,2219575612,20845715,-0.02637,0.1514
12:10:00.046,mnt,0.597767,2010980180,151225881,-1.90714,-1.95385
12:10:00.046,kas,0.074511,1966243249,69650237,-2.4316,-2.67933
12:10:00.046,gt,15.89,1926319224,6499644,-1.95099,-2.1042
12:10:00.046,ftn,4.41,1900064702,58887437,-0.26917,-0.03297
12:10:00.046,trump,8.97,1794532566,261481815,0.66981,0.64095
12:10:00.046,atom,3.91,1785946865,63069950,-1.26117,-1.38687
12:10:00.046,vet,0.02026576,1739721684,32452855,-3.0468,-3.46836
12:10:00.046,fet,0.665131,1732455671,143484545,1.92511,1.76332
12:10:00.046,sky,0.077148,1642073775,5890918,-1.47084,-1.7814
